league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
ESP-La Liga,2425,Sevilla,Mateo Mejía,ESP,FW,21,2003,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Sevilla,Álvaro Pascual,ESP,FW,22,2002,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.32,4,0,0,2,0,0,1,0.22,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valencia,Alberto Marí,ESP,FW,23,2001,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valencia,Dani Gómez,ESP,FW,26,1998,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.02,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valencia,Hugo Duro,ESP,FW,24,1999,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1.2,19,0,1,4,5,0,5,0.21,1,0,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valencia,Umar Sadiq,NGA,FW,27,1997,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.64,8,0,2,2,1,2,3,0.33,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valladolid,Adrian Baquerin,ESP,FW,17,2007,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valladolid,Juanmi Latasa,ESP,FW,23,2001,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1.93,21,0,1,5,2,1,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valladolid,Marcos André,BRA,FW,27,1996,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1.44,15,0,3,0,1,0,1,0.08,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Valladolid,Xavier Moreno,ESP,FW,19,2004,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Villarreal,Arnaut Danjuma,NED,FW,27,1997,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Villarreal,Ayoze Pérez,ESP,FW,31,1993,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.26,50,0,9,7,4,2,5,0.23,2,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Villarreal,Gerard Moreno,ESP,FW,32,1992,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.87,31,0,2,3,2,1,4,0.5,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Villarreal,Thierno Barry,FRA,FW,21,2002,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.78,32,0,3,6,3,2,6,0.23,5,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Alavés,Aitor Mañas,ESP,FW,22-354,2003,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Alavés,Mariano,DOM,FW,32-146,1993,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.96,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Alavés,Toni Martínez,ESP,FW,28-178,1997,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.16,7,0,2,2,2,0,1,0.09,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Athletic Club,Gorka Guruzeta,ESP,FW,29-104,1996,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2.02,13,1,1,5,2,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Athletic Club,Iñaki Williams,GHA,FW,31-193,1994,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2.6,18,0,0,3,2,0,3,0.34,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Athletic Club,Maroan Sannadi,MAR,FW,24-327,2001,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.74,4,0,0,1,0,0,2,0.69,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Athletic Club,Nico Williams,ESP,FW,23-166,2002,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4.37,35,1,9,0,2,0,7,0.65,3,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Athletic Club,Nicolás Serrano,ESP,FW,22-295,2003,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.29,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Atlético Madrid,Alexander Sørloth,NOR,FW,30-020,1995,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2.21,11,0,4,3,2,0,3,0.33,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Atlético Madrid,Julián Álvarez,ARG,FW,25-328,2000,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4.18,43,10,3,2,3,0,5,0.34,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Ferrán Torres,ESP,FW,25-299,2000,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.5,23,0,2,2,1,2,4,0.33,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Lamine Yamal,ESP,FW,18-165,2007,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.01,56,3,15,10,4,3,13,1.0,9,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Marcus Rashford,ENG,FW,28-055,1997,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6.25,40,18,5,7,4,0,10,0.85,4,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Robert Lewandowski,POL,FW,37-126,1988,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2.28,11,0,1,4,1,0,2,0.27,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Roony Bardghji,SWE,FW,20-040,2005,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6.56,11,2,5,0,0,0,4,1.46,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Barcelona,Toni Fernández,ESP,FW,17-163,2008,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Betis,Abde Ezzalzouli,MAR,FW,24-008,2001,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3.69,22,0,5,3,2,0,6,0.69,3,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Betis,Antony,BRA,FW,25-304,2000,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.24,46,3,1,3,3,2,5,0.45,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Betis,Cucho,COL,FW,26-249,1999,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2.74,36,1,4,2,1,1,5,0.3,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Betis,Cédric Bakambu,COD,FW,34-258,1991,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Betis,Pablo Garcia,ESP,FW,19-195,2006,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.83,2,0,2,0,2,0,1,0.31,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Celta Vigo,Borja Iglesias,ESP,FW,32-342,1993,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.93,26,0,1,1,1,1,4,0.39,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Elche,André Silva,POR,FW,30-049,1995,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2.69,14,0,2,6,1,0,1,0.12,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Elche,Mourad El Ghezouani,MAR,FW,27-212,1998,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.46,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Elche,Álvaro Rodríguez,URU,FW,21-164,2004,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3.59,18,0,6,4,2,0,4,0.48,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Espanyol,Kiké,ESP,FW,36-030,1989,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2.77,12,0,1,5,2,0,2,0.28,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Espanyol,Roberto Férnandez,ESP,FW,23-175,2002,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1.85,18,0,0,3,4,0,5,0.37,3,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Getafe,Alex Sola,ESP,FW,26-199,1999,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Getafe,Borja Mayoral,ESP,FW,28-264,1997,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.21,10,0,1,2,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Getafe,Christantus Uche,NGA,FW,22-220,2003,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.67,5,0,1,0,2,0,2,0.67,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Girona,Bojan Miovski,MKD,FW,26-184,1999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Girona,Cristhian Stuani,URU,FW,39-074,1986,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.33,1,0,0,0,2,0,2,0.89,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Girona,Dawda Camara,MTN,FW,23-051,2002,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Girona,Juan Arango,VEN,FW,19-207,2006,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Girona,Vladyslav Vanat,UKR,FW,23-355,2002,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.18,10,0,2,1,0,0,1,0.09,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Levante,Carlos Espí,ESP,FW,20-154,2005,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Levante,Goduine Koyalipou,CTA,FW,25-313,2000,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.28,2,0,4,3,0,0,1,0.36,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Levante,Iván Romero,ESP,FW,24-259,2001,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2.22,16,1,3,2,2,0,4,0.37,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Levante,Kareem Tunde,ESP,FW,20-128,2005,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.59,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Levante,Karl Etta Eyong,CMR,FW,22-072,2003,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.69,11,0,1,4,2,0,3,0.28,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Mallorca,Abdón Prats,ESP,FW,33-018,1992,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.6,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Mallorca,Vedat Muriqi,KVX,FW,31-245,1994,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.92,9,0,2,2,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Osasuna,Ante Budimir,CRO,FW,34-156,1991,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.25,7,0,2,5,3,0,1,0.07,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Osasuna,Raúl,ESP,FW,25-052,2000,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.68,7,0,4,0,0,0,1,0.15,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Oviedo,Federico Viñas,URU,FW,27-178,1998,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2.44,14,0,3,3,2,1,1,0.11,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Oviedo,Josip Brekalo,CRO,FW,27-185,1998,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3.3,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Oviedo,Salomón Rondón,VEN,FW,36-100,1989,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.4,11,0,4,1,0,0,1,0.09,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Oviedo,Álex Forés,ESP,FW,24-257,2001,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.85,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Rayo Vallecano,Alexandre Alemão,BRA,FW,27-268,1998,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.81,3,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Rayo Vallecano,Randy Nteka,ANG,FW,28-019,1997,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.39,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Madrid,Endrick,BRA,FW,19-157,2006,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Madrid,Kylian Mbappé,FRA,FW,27-005,1998,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,6.59,82,3,17,9,4,0,17,0.97,9,0,6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Sociedad,Arkaitz Mariezkurrena,ESP,FW,20-264,2005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Sociedad,Gorka Carrera,ESP,FW,20-224,2005,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Sociedad,Mikel Oyarzabal,ESP,FW,28-248,1997,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.52,39,1,4,3,1,0,9,0.66,7,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,21-118,2004,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.39,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Real Sociedad,Umar Sadiq,NGA,FW,28-326,1997,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.76,1,0,0,0,2,0,1,0.59,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Sevilla,Akor Adams,NGA,FW,25-330,2000,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.16,8,0,1,2,0,0,1,0.11,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Sevilla,Isaac Romero,ESP,FW,25-221,2000,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.5,8,0,1,2,1,0,3,0.38,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Valencia,Hugo Duro,ESP,FW,26-045,1999,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1.72,14,0,0,4,1,0,1,0.09,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Valencia,Lucas Beltrán,ARG,FW,24-271,2001,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2.73,11,0,2,2,2,0,1,0.16,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Villarreal,Ayoze Pérez,ESP,FW,32-149,1993,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2.69,9,0,2,1,0,0,2,0.45,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Villarreal,Georges Mikautadze,GEO,FW,25-055,2000,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.69,5,0,3,3,0,0,3,0.46,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Villarreal,Gerard Moreno,ESP,FW,33-262,1992,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.71,15,0,1,1,1,0,2,0.41,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Villarreal,Karl Etta Eyong,CMR,FW,22-072,2003,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2.11,5,0,0,0,1,0,2,0.7,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,Villarreal,Tani Oluwaseyi,CAN,FW,25-224,2000,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.12,4,0,3,4,0,0,2,0.39,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2223,Almería,Dyego Sousa,POR,FW,32,1989,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,5,4,1,4,5,80.0,1,4,2,2,1,11,14,0,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2223,Almería,El Bilal Touré,MLI,FW,20,2001,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,1,0,3,0.0,3,6,1,5,1,5,23,0,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2223,Almería,Luis Javier Suárez,COL,FW,24,1997,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,5,6,6,6,26,23.1,20,13,3,10,3,20,10,0,,,,,,,,,,,,,,,,,,,,,,
